tconst,nconst,category,characters
tt0115669,nm0943177,director,\N
tt0115676,nm0001548,actor,[David Leary]
tt0115676,nm0000792,actor,[Rosco Bigger - Fang]
tt0115676,nm0680541,actress,[Victoria]
tt0115676,nm0001406,actress,[Faith]
tt0115676,nm0001787,actor,[Art]
tt0115676,nm0035664,actor,[Clark]
tt0115676,nm0697650,actress,[Betty]
tt0115676,nm0682490,actor,[Ulf]
tt0115676,nm0461455,actor,[Principal Kokelar]
tt0115676,nm0003942,actor,[Ben]
tt0115676,nm0591171,director,\N
tt0115678,nm0001724,actor,[Primo]
tt0115678,nm0001804,actor,[Secondo]
tt0115678,nm0004711,actor,[Cristiano]
tt0115678,nm0088745,actor,[Man in Restaurant]
tt0115678,nm0000715,actress,[Woman in Restaurant]
tt0115678,nm0067819,actor,[Stash]
tt0115678,nm0000378,actress,[Phyllis]
tt0115678,nm0574513,actor,[Loan Officer]
tt0115678,nm0000618,actress,[Gabriella]
tt0115678,nm0000630,actor,[Leo]
tt0115678,nm0001714,director,\N
tt0115678,nm0001804,director,\N
tt0115683,nm0001736,actor,[Bud Macintosh]
tt0115683,nm0000286,actor,[Doyle Johnson]
tt0115683,nm0040472,actor,[Dr. Noah Faulkner]
tt0115683,nm0236225,actress,[Olivia Biggs]
tt0115683,nm0866381,actress,[Mimi Simkins]
tt0115683,nm0922182,actor,[T.C. Romulus]
tt0115683,nm0001541,actress,[Dr. Petra von Kant]
tt0115683,nm0000725,actress,[Monique]
tt0115683,nm0384711,actress,[Jen]
tt0115683,nm0372553,actress,[Doyle's Mother]
tt0115683,nm0089176,director,\N
tt0115685,nm0000245,actor,[Armand Goldman]
tt0115685,nm0001447,actor,[Albert]
tt0115685,nm0000432,actor,[Senator Keeley]
tt0115685,nm0001848,actress,[Louise Keeley]
tt0115685,nm0001246,actor,[Val Goldman]
tt0115685,nm0001222,actress,[Barbara Keeley]
tt0115685,nm0000279,actor,[Agador]
tt0115685,nm0004724,actress,[Katharine]
tt0115685,nm0569711,actor,[Harry Radman]
tt0115685,nm0381416,actor,[Photographer]
tt0115685,nm0001566,director,\N
tt0115693,nm0001472,actor,[Tsui Chik]
tt0115693,nm0001472,actor,[Black Mask]
tt0115693,nm0490513,actor,[Inspector 'Rock' Shek Wai-Ho]
tt0115693,nm0596297,actress,[Tracy Lee]
tt0115693,nm0948123,actress,[Yeuk Laan]
tt0115693,nm0465045,actor,[Commander Hung]
tt0115693,nm0938893,actor,[King Kau]
tt0115693,nm0944578,actor,[Jimmy Jimmy]
tt0115693,nm0151045,actor,[701 Squad Member]
tt0115693,nm0161254,actor,[Police Commissioner]
tt0115693,nm0518067,actor,\N
tt0115693,nm0496752,director,\N
tt0115697,nm0000394,actor,[Mike Donnelly]
tt0115697,nm0005450,actor,[Steve Dodds]
tt0115697,nm0001513,actor,[Al Donnelly]
tt0115697,nm0002056,actress,[Governor Tracy]
tt0115697,nm0000997,actor,[Drake Sabitch]
tt0115697,nm0381416,actor,[Robbie Mieghem]
tt0115697,nm0137114,actor,[Roger Kovary]
tt0115697,nm0569226,actor,[Neuschwander]
tt0115697,nm0141824,actor,[Scott Colleary]
tt0115697,nm0052103,actor,[Clyde Spinoza]
tt0115697,nm0790715,director,\N
tt0115701,nm0000798,actor,[Jack Bryant]
tt0115701,nm0228678,actor,[Omodo]
tt0115701,nm0912918,actress,[Diane Colton -Coach]
tt0115701,nm0000442,actor,[Leo]
tt0115701,nm0919256,actor,[Commando Rescuer]
tt0115701,nm0859772,actor,[Police Commissioner]
tt0115701,nm0645785,actor,[FBI Agent]
tt0115701,nm0460288,actor,[Intense Man]
tt0115701,nm0248913,actress,[Bena]
tt0115701,nm0682389,actress,[Moses]
tt0115701,nm0089502,director,\N
tt0115710,nm0000197,actor,[Alex]
tt0115710,nm0000323,actor,[Victor]
tt0115710,nm0001151,actor,[Jason]
tt0115710,nm0000182,actress,[Gabriela]
tt0115710,nm0001114,actress,[Suzanne]
tt0115710,nm0674782,actor,[Henry]
tt0115710,nm0677366,actress,[Dina]
tt0115710,nm0823563,actor,[Mike]
tt0115710,nm0782715,actor,[Frank]
tt0115710,nm0531333,actor,[Guard]
tt0115710,nm0706182,director,\N
tt0115725,nm0000155,actress,[Harriet Franklin]
tt0115725,nm0000367,actor,[Bogus]
tt0115725,nm0005286,actor,[Albert Franklin]
tt0115725,nm0551908,actress,[Penny]
tt0115725,nm0001802,actress,[Lorraine Franklin]
tt0115725,nm0580398,actor,[Monsieur Antoine]
tt0115725,nm0501602,actress,[Babette]
tt0115725,nm0005336,actress,[Ruth Clark]
tt0115725,nm0357743,actress,[Mrs. Partridge]
tt0115725,nm0915382,actor,[School Principal]
tt0115725,nm0422484,director,\N
tt0115734,nm0005561,actor,[Anthony Adams]
tt0115734,nm0005562,actor,[Dignan]
tt0115734,nm0235684,actor,[Dr. Nichols]
tt0115734,nm0288800,actress,[Grace]
tt0115734,nm0588438,actress,[Bernice]
tt0115734,nm0615663,actor,[Bob Mapplethorpe]
tt0115734,nm0932992,actor,[Future Man]
tt0115734,nm0854929,actor,[H. Clay Murchison]
tt0115734,nm0867500,actress,[Stacy Sinclair]
tt0115734,nm0621814,actor,[Temple]
tt0115734,nm0027572,director,\N
tt0115736,nm0000236,actress,[Violet]
tt0115736,nm0000153,actress,[Corky]
tt0115736,nm0001592,actor,[Caesar]
tt0115736,nm0752636,actor,[Mickey Malnato]
tt0115736,nm0005221,actor,[Johnnie Marzzone]
tt0115736,nm0764781,actor,[Gino Marzzone]
tt0115736,nm0544721,actress,"[Sue, Bartender]"
tt0115736,nm0109192,actress,[Jesse]
tt0115736,nm0809213,actress,[Woman Cop]
tt0115736,nm0457862,actor,[Shelly]
tt0115736,nm0905154,director,\N
tt0115736,nm0905152,director,\N
tt0115738,nm0001806,actor,[Al Fountain]
tt0115738,nm0005377,actor,[The Kid]
tt0115738,nm0001416,actress,[Floatie Dupre]
tt0115738,nm0089408,actress,[Purlene Dupre]
tt0115738,nm0179960,actress,[Deb Fountain]
tt0115738,nm0329422,actor,[Bobby Fountain]
tt0115738,nm0000551,actor,[Wick]
tt0115738,nm0822559,actor,[Doob]
tt0115738,nm0551710,actress,[Doris]
tt0115738,nm0033068,actor,[Soapy]
tt0115738,nm0001139,director,\N
tt0115742,nm0000213,actress,[Patty Vare]
tt0115742,nm0001305,actor,[John Baker Jr]
tt0115742,nm0000604,actor,[Officer Kellogg Curry]
tt0115742,nm0001457,actor,[Fenton Ray]
tt0115742,nm0000240,actor,[Bud Valentine]
tt0115742,nm0540164,actor,[Bartender]
tt0115742,nm0904153,actor,[John Murphy]
tt0115742,nm0389324,actor,[John Cooke]
tt0115742,nm0756083,actor,[Officer Bill Martone]
tt0115742,nm0568168,actor,[Teacher]
tt0115742,nm0168214,director,\N
tt0115744,nm0000592,actor,[Danny]
tt0115744,nm0001216,actress,[Gloria]
tt0115744,nm0000191,actor,[Andy]
tt0115744,nm0867017,actor,[Phil]
tt0115744,nm0141697,actor,[Harry]
tt0115744,nm0413946,actor,[Jim]
tt0115744,nm0552899,actor,[Ernie]
tt0115744,nm0426855,actress,[Vera]
tt0115744,nm0372269,actress,[Ida]
tt0115744,nm0384514,actress,[Sandra]
tt0115744,nm0379179,director,\N
tt0115751,nm0001833,actress,[Bess McNeill]
tt0115751,nm0001745,actor,[Jan Nyman]
tt0115751,nm0001020,actress,[Dodo McNeill]
tt0115751,nm0000852,actor,[Terry]
tt0115751,nm0712628,actor,[Dr. Richardson]
tt0115751,nm0352470,actor,[Priest]
tt0115751,nm0900806,actress,[Mother]
tt0115751,nm0001424,actor,[Sadistic Sailor]
tt0115751,nm0310167,actor,[Pits]
tt0115751,nm0706416,actor,[Pim]
tt0115751,nm0001885,director,\N
tt0115759,nm0000237,actor,[Vic Deakins]
tt0115759,nm0000225,actor,[Riley Hale]
tt0115759,nm0000526,actress,[Terry Carmichael]
tt0115759,nm0005148,actor,[Colonel Max Wilkins]
tt0115759,nm0348409,actor,[Pritchett]
tt0115759,nm0001844,actor,[Giles Prentice]
tt0115759,nm0518989,actor,[Kelly]
tt0115759,nm0193554,actor,[Lt. Colonel Sam Rhodes]
tt0115759,nm0860233,actor,"[Chairman, Joint Chief of Staff]"
tt0115759,nm0749490,actor,[Johnson]
tt0115759,nm0000247,director,\N
tt0115781,nm0000620,actor,[Butch 'Bullet' Stein]
tt0115781,nm0784262,actor,[Prison Guard]
tt0115781,nm0004778,actor,[Ruby Stein]
tt0115781,nm0004897,actor,[Lester]
tt0115781,nm0368112,actor,[Punk #1 - Jamie]
tt0115781,nm0197382,actor,[Punk #2 - Brian]
tt0115781,nm0673563,actor,[Flaco]
tt0115781,nm0779792,actress,[Heavy Woman]
tt0115781,nm0489976,actress,[Dog-Walking Girl]
tt0115781,nm0337106,actor,[Sol Stein]
tt0115781,nm0854697,director,\N
tt0115783,nm0001834,actor,[Keats]
tt0115783,nm0001191,actor,[Moses]
tt0115783,nm0001001,actor,[Colton]
tt0115783,nm0842422,actor,[Bledsoe]
tt0115783,nm0267232,actor,[Capt. Jensen]
tt0115783,nm0933723,actress,[Traci]
tt0115783,nm0566770,actor,[Detective Sulliman]
tt0115783,nm0184445,actor,[Detective Jones]
tt0115783,nm0638056,actor,[Finch]
tt0115783,nm0731393,actor,[Charles]
tt0115783,nm0225416,director,\N
tt0115794,nm0547700,actress,[Bámbola]
tt0115794,nm0675751,actor,[La bestia enamorada]
tt0115794,nm0227958,actor,[El hermano oxigenado]
tt0115794,nm0051706,actor,[El hombre más guapo del mundo]
tt0115794,nm0001179,actress,[La mamá]
tt0115794,nm0411899,actor,[El gordinflón]
tt0115794,nm0077264,actress,[La cabritilla]
tt0115794,nm0526006,actor,\N
tt0115794,nm0518362,actor,\N
tt0115794,nm0579101,actor,\N
tt0115794,nm0000940,director,\N
tt0115798,nm0000120,actor,[The Cable Guy]
tt0115798,nm0000111,actor,[Steven M. Kovacs]
tt0115798,nm0005182,actress,[Robin Harris]
tt0115798,nm0085312,actor,[Rick]
tt0115798,nm0001719,actor,[Steven's Father]
tt0115798,nm0000832,actress,[Steven's Mother]
tt0115798,nm0001774,actor,[Sam Sweet]
tt0115798,nm0001774,actor,[Stan Sweet]
tt0115798,nm0000616,actor,[Eric Roberts]
tt0115798,nm0000413,actress,[Medieval Times Waitress]
tt0115798,nm0004873,actor,[Medieval Times Host]
tt0115798,nm0001774,director,\N
tt0115813,nm0005188,actor,[Eddie (segment \The Hook\)]
tt0115813,nm0005442,actress,[Jenny (segment \The Hook\)]
tt0115813,nm0492764,actor,[Rockin' Rob (segment \The Hook\)]
tt0115813,nm0557733,actor,[Eric (segment \The Campfire\)]
tt0115813,nm0272474,actor,[Cliff (segment \The Campfire\)]
tt0115813,nm0852132,actress,[Lauren (segment \The Campfire\)]
tt0115813,nm0614448,actress,[Alex (segment \The Campfire\)]
tt0115813,nm0703849,actor,[Scott (segment \The Locket\)]
tt0115813,nm0703849,actor,[Paramedic #1 (segment \The Campfire\)]
tt0115813,nm0323841,actress,[Mom (segment \People Can Lick Too\)]
tt0115813,nm0323841,actress,[Paramedic #2 (segment \The Campfire\)]
tt0115813,nm0531777,actress,[Valerie (segment \The Honeymoon\)]
tt0115813,nm0531777,actress,[RV Passenger (segment \The Campfire\)]
tt0115813,nm0178251,director,\N
tt0115813,nm0003209,director,\N
tt0115813,nm0783751,director,\N
tt0115819,nm0005295,actor,[Alferd Packer]
tt0115819,nm0045379,actor,[George Noon]
tt0115819,nm0085823,actor,[Black Cat]
tt0115819,nm0104132,actor,[Noon's Father]
tt0115819,nm0112567,actor,[Guard #2]
tt0115819,nm1450139,actor,[Liane]
tt0115819,nm0330041,actor,[Mills]
tt0115819,nm0362220,actor,[Shannon Bell]
tt0115819,nm0362213,actor,[Drummer]
tt0115819,nm0378308,actor,[O.D. Loutzenheiser]
tt0115819,nm0378308,actor,[The Cyclops]
tt0115819,nm0005295,director,\N
tt0115822,nm0868881,actor,[Capt. Conan]
tt0115822,nm0494078,actor,[Norbert]
tt0115822,nm0494204,actor,[Lt. De Scève]
tt0115822,nm0069705,actress,[Madeleine Erlane]
tt0115822,nm0075710,actor,[Commandant Bouvier]
tt0115822,nm0723623,actor,[Gen. Pitard de Lauzier]
tt0115822,nm0265948,actor,[Col. Voirin]
tt0115822,nm0112533,actor,[Père Dubreuil]
tt0115822,nm0613835,actress,[Ilyana]
tt0115822,nm0890845,actress,[Georgette]
tt0115822,nm0851724,director,\N
tt0115832,nm0001015,actor,[George Lennox]
tt0115832,nm0127616,actress,[Carla]
tt0115832,nm0001277,actor,[Bradley]
tt0115832,nm0261093,actor,[Rafael]
tt0115832,nm0328765,actress,[Maureen]
tt0115832,nm0523518,actor,[Antonio]
tt0115832,nm0507207,actor,[Sammy]
tt0115832,nm0657749,actor,[Victor]
tt0115832,nm0696497,actor,[McGurk]
tt0115832,nm0563840,actress,[George's Mother]
tt0115832,nm0516360,director,\N
tt0115834,nm0131814,actor,[Nitz]
tt0115834,nm0498280,actor,[Sergeant]
tt0115834,nm0642429,actor,[Dolan]
tt0115834,nm0884306,actor,[Rance]
tt0115834,nm0356056,actor,[Sanders]
tt0115834,nm0891254,actress,[B.T. Coolidge]
tt0115834,nm0122450,actor,[Furguson]
tt0115834,nm0212921,actor,[Polchek]
tt0115834,nm0106146,actor,[Terrorist]
tt0115834,nm0934912,actor,[Bob]
tt0115834,nm0934912,director,\N
tt0115836,nm0000792,actor,[Franklin Laszlo]
tt0115836,nm0001601,actor,[Daniel Miller]
tt0115836,nm0674231,actress,[Martha]
tt0115836,nm0001768,actor,[Mr. Hammerman]
tt0115836,nm0167649,actor,[Detective Erdman]
tt0115836,nm0000337,actress,[Kayla]
tt0115836,nm0468356,actor,[Andrew Miller]
tt0115836,nm0306689,actor,[Bucky Miller]
tt0115836,nm0912296,actor,[Travis]
tt0115836,nm0719705,actress,[Chelsea]
tt0115836,nm0002137,director,\N
tt0115837,nm0000454,actor,[Joseph Svenden]
tt0115837,nm0001388,actress,[Rosealee Henson]
tt0115837,nm0000504,actress,[Catherine Wheeler]
tt0115837,nm0364915,actress,[Joseph's Mother]
tt0115837,nm0000997,actor,[Major Wheeler]
tt0115837,nm0001358,actor,[Dr. Evans]
tt0115837,nm0678645,actor,[Robert Henson]
tt0115837,nm0688467,actress,[Lily Henson]
tt0115837,nm0188687,actress,[Catherine Wheeler's Mother]
tt0115837,nm0016242,actress,[School Board Superintendant]
tt0115837,nm0000853,director,\N
tt0115847,nm0001579,actor,[Joe]
tt0115847,nm0000744,actress,[Betty]
tt0115847,nm0895083,actor,[Nick]
tt0115847,nm0775087,actress,[Amy]
tt0115847,nm0006575,actor,[Danny]
tt0115847,nm0254628,actor,[Santiago]
tt0115847,nm0007906,actor,[Peter #1]
tt0115847,nm0007922,actor,[Peter #2]
tt0115847,nm0443584,actress,[Bag Lady]
tt0115847,nm0690069,actor,[Man in Window]
tt0115847,nm0950001,director,\N
tt0115851,nm0001834,actor,[Lewis Scott]
tt0115851,nm0827663,actor,[Mike O'Hara]
tt0115851,nm0000101,actor,[Jimmy Flaherty]
tt0115851,nm0641097,actress,[Carol O'Hara]
tt0115851,nm0001520,actor,[Coach Kimball]
tt0115851,nm0002117,actor,[Kevin O'Grady]
tt0115851,nm0376307,actor,[Tommy O'Hara]
tt0115851,nm0493013,actor,[Ted Hennison]
tt0115851,nm0761521,actor,[Deion Sanders]
tt0115851,nm0910476,actor,[Bill Walton]
tt0115851,nm0213726,director,\N
tt0115856,nm0165401,actress,[Chloé]
tt0115856,nm0815668,actor,[Djamel]
tt0115856,nm0494161,actress,[Madame Renée]
tt0115856,nm0701396,actor,[Michel]
tt0115856,nm1453895,actress,"[Gris Gris, le chat]"
tt0115856,nm1455621,actor,"[Rambo, le chat]"
tt0115856,nm0008787,actor,[Carlos]
tt0115856,nm0041770,actor,[Photographer]
tt0115856,nm1235098,actor,[Un ouvrier ébéniste]
tt0115856,nm0102896,actress,[Un mannequin]
tt0115856,nm0458251,director,\N
tt0115857,nm0000206,actor,[Eddie Kasalivich]
tt0115857,nm0000151,actor,[Paul Shannon]
tt0115857,nm0001838,actress,[Dr. Lily Sinclair]
tt0115857,nm0911542,actor,[FBI Agent Leon Ford]
tt0115857,nm0242656,actor,[FBI Agent Doyle]
tt0115857,nm0004051,actor,[Lyman Earl Collier]
tt0115857,nm0001026,actress,[Maggie McDermott]
tt0115857,nm0743304,actor,[Ed Rafferty]
tt0115857,nm0748579,actor,[Dr. Alistair Barkley]
tt0115857,nm0002245,actor,[Lu Chen]
tt0115857,nm0001112,director,\N
tt0115862,nm0000563,actor,[Adam Hall]
tt0115862,nm0000432,actor,[Sam Cayhall]
tt0115862,nm0001159,actress,[Lee Cayhall Bowen]
tt0115862,nm0698764,actor,[E. Garner Goodman]
tt0115862,nm0000855,actor,[Rollie Wedge]
tt0115862,nm0000855,actor,[Donnie Cayhall]
tt0115862,nm0413313,actor,[Sgt. Clyde Packer]
tt0115862,nm0005375,actress,[Nora Stark]
tt0115862,nm0335344,actor,[Gov. David McAllister]
tt0115862,nm0699425,actor,[Judge Flynn F. Slattery]
tt0115862,nm0696193,actor,[Atty. Gen. Roxburgh]
tt0115862,nm0001226,director,\N
tt0115886,nm0001114,actress,[Joan]
tt0115886,nm0000554,actor,[Nine]
tt0115886,nm0000719,actor,[Stalin]
tt0115886,nm0746896,actor,[Joe]
tt0115886,nm0341737,actress,[Anna]
tt0115886,nm0001691,actor,[Welch]
tt0115886,nm0452352,actor,[Barry Rogers]
tt0115886,nm0300562,actor,[Prof. C.W. 'Wilf' Wilke]
tt0115886,nm0570862,actor,[Joe - 8 Years]
tt0115886,nm0621031,actor,[Brendan Shaw]
tt0115886,nm0242064,director,\N
tt0115899,nm0682251,actor,[Levante Quarini]
tt0115899,nm0287225,actress,[Caterina De Cantar]
tt0115899,nm0257988,actress,[Selvaggia Quarini]
tt0115899,nm0147592,actor,[Libero Quarini]
tt0115899,nm0285482,actor,[Osvaldo Quarini]
tt0115899,nm0195388,actress,[Carlina]
tt0115899,nm0181428,actress,[Franca Beniamini]
tt0115899,nm0563577,actress,[Isabella]
tt0115899,nm0261850,actress,[Penelope]
tt0115899,nm0376283,actor,[Pippo]
tt0115899,nm0682251,director,\N
tt0115906,nm0000368,actress,[Ruth Stoops]
tt0115906,nm0001436,actress,[Diane Siegler]
tt0115906,nm0005316,actress,[Gail Stoney]
tt0115906,nm0001748,actor,[Norm Stoney]
tt0115906,nm0000593,actress,[Rachel]
tt0115906,nm0301370,actor,[Harlan]
tt0115906,nm0550318,actor,[Dr. Charlie Rollins]
tt0115906,nm0333701,actor,[Judge Richter]
tt0115906,nm0634756,actress,[Nurse Pat]
tt0115906,nm0001335,actress,[Jessica Weiss]
tt0115906,nm0668247,director,\N
tt0115907,nm0000199,actor,[Mayor John Pappas]
tt0115907,nm0000131,actor,[Deputy Mayor Kevin Calhoun]
tt0115907,nm0000403,actress,[Marybeth Cogan]
tt0115907,nm0000732,actor,[Frank Anselmo]
tt0115907,nm0001445,actor,[Judge Walter Stern]
tt0115907,nm0001601,actor,[Abe Goodman]
tt0115907,nm0290047,actor,[Paul Zapatti]
tt0115907,nm0771493,actor,[Larry Schwartz]
tt0115907,nm0242026,actress,[Sydney Pappas]
tt0115907,nm0785594,actor,[Det. Eddie Santos]
tt0115907,nm0000887,director,\N
tt0115927,nm0001644,actor,[Seth Warner]
tt0115927,nm0001073,actress,[Rachel Luce]
tt0115927,nm0001439,actor,[Harry Luce]
tt0115927,nm0076821,actress,[Sylvia Andrew]
tt0115927,nm0414772,actor,[Banker]
tt0115927,nm0307744,actor,[Banker]
tt0115927,nm0213482,actress,[Receptionist]
tt0115927,nm0336860,actress,[Melissa Murphy]
tt0115927,nm0486396,actress,[Paramedic]
tt0115927,nm0569341,actress,[Nurse]
tt0115927,nm0850044,director,\N
tt0115928,nm0023832,actor,[Paul Dedalus]
tt0115928,nm0222922,actress,[Esther]
tt0115928,nm0758406,actor,[Nathan]
tt0115928,nm0219099,actress,[Sylvia]
tt0115928,nm0598857,actor,[Bob]
tt0115928,nm0557859,actress,[Patricia]
tt0115928,nm0687914,actor,[Jean-Jacques]
tt0115928,nm0050210,actress,[Valérie]
tt0115928,nm0221612,actor,[Ivan]
tt0115928,nm0487592,actress,[Le Mérou]
tt0115928,nm0221611,director,\N
tt0115940,nm0693799,actor,[Gaspard]
tt0115940,nm0486496,actress,[Margot]
tt0115940,nm0800159,actress,[Solène]
tt0115940,nm0634441,actress,[Léna]
tt0115940,nm0499130,actor,[Le terre-neuvas]
tt0115940,nm0345800,actor,[L'oncle Alan]
tt0115940,nm0481518,actress,[La tante Maiwen]
tt0115940,nm0350243,actor,[L'accordéoniste]
tt0115940,nm0127682,actor,[Le cousin]
tt0115940,nm0006445,director,\N
tt0115950,nm0000530,actor,[Don Henderson]
tt0115950,nm0000666,actress,[Ann]
tt0115950,nm0922294,actress,[Woman with Camera]
tt0115950,nm0005182,actress,[Laurie]
tt0115950,nm0493328,actress,[Ice Cream Woman]
tt0115950,nm1223930,actress,[Aurora]
tt0115950,nm0403329,actress,[Muriel]
tt0115950,nm0915113,actress,[Ann's Nurse]
tt0115950,nm0250132,actress,[Dr. Lewis]
tt0115950,nm0000793,actress,[Paul]
tt0115950,nm0170043,director,\N
tt0115951,nm0578853,actor,[Lewis]
tt0115951,nm0653222,actor,[Roy]
tt0115951,nm0001057,actress,[Julie]
tt0115951,nm0341737,actress,[Lucy]
tt0115951,nm0949237,actor,[Nick]
tt0115951,nm0295506,actor,[Errol]
tt0115951,nm0915865,actress,[Cherry]
tt0115951,nm0704802,actress,[Ruth]
tt0115951,nm0160945,actor,[Henry]
tt0115951,nm0370478,actor,[Zac]
tt0115951,nm0423623,director,\N
tt0115956,nm0000243,actor,[Nat Serling]
tt0115956,nm0000212,actress,[Karen Walden]
tt0115956,nm0001617,actor,[Monfriez]
tt0115956,nm0605363,actor,[General Hershberg]
tt0115956,nm0000354,actor,[Ilario]
