tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
tt0050330,The Lower Depths,1957,137,Drama,7.2,6044
tt0050347,Edge of the City,1957,85,Drama,7.2,3624
tt0050356,The Enemy Below,1957,98,"Action,Adventure,Drama",7.4,12447
tt0050359,Eroica,1958,87,"Comedy,Drama",7.3,1334
tt0050367,The Spies,1957,125,"Drama,Mystery,Thriller",6.7,1107
tt0050371,A Face in the Crowd,1957,126,"Drama,Music",8.2,17447
tt0050379,A Farewell to Arms,1957,152,"Drama,Romance,War",5.8,2949
tt0050381,Hercules,1958,107,"Adventure,Fantasy,History",5.4,2389
tt0050383,Fear Strikes Out,1957,100,"Biography,Drama,Sport",6.9,2178
tt0050393,Fiend Without a Face,1958,74,"Horror,Sci-Fi",6.1,4872
tt0050397,Fire Down Below,1957,116,"Adventure,Drama,Romance",6.0,2019
tt0050398,Fools in the Mountains,1957,90,Comedy,7.3,1451
tt0050407,Forty Guns,1957,80,Western,7.0,6437
tt0050414,From Hell It Came,1957,71,"Horror,Sci-Fi",3.8,2048
tt0050419,Funny Face,1957,103,"Comedy,Musical,Romance",7.0,33499
tt0050424,The Garment Jungle,1957,88,"Crime,Drama,Film-Noir",6.6,1259
tt0050432,The Giant Claw,1957,75,"Fantasy,Horror,Sci-Fi",4.6,4551
tt0050439,The Girl in Black Stockings,1957,75,"Crime,Drama,Film-Noir",5.5,1096
tt0050456,The Green Man,1956,80,"Comedy,Crime",7.1,2396
tt0050458,Il Grido,1957,116,Drama,7.6,5517
tt0050468,Gunfight at the O.K. Corral,1957,122,"Biography,Drama,Western",7.1,17733
tt0050470,The Guns of Fort Petticoat,1957,82,"Action,Romance,War",6.3,1664
tt0050487,A Hatful of Rain,1957,109,Drama,7.1,1588
tt0050490,"Heaven Knows, Mr. Allison",1957,107,"Adventure,Drama,War",7.3,9817
tt0050500,Hellcats of the Navy,1957,82,"Drama,Thriller,War",5.6,1177
tt0050530,I Was a Teenage Werewolf,1957,76,"Drama,Fantasy,Horror",5.1,2906
tt0050531,I Was a Teenage Frankenstein,1957,74,"Horror,Sci-Fi",5.1,1055
tt0050539,The Incredible Shrinking Man,1957,81,"Horror,Sci-Fi",7.6,20270
tt0050545,Invasion of the Saucer Men,1957,69,"Comedy,Horror,Sci-Fi",5.3,2206
tt0050546,The Invisible Boy,1957,90,"Adventure,Comedy,Family",5.3,1646
tt0050549,Island in the Sun,1957,119,"Drama,Romance",6.1,1444
tt0050556,Jailhouse Rock,1957,96,"Drama,Music,Musical",6.5,10022
tt0050562,Jet Pilot,1957,113,"Action,Drama,Romance",5.6,2763
tt0050567,Johnny Tremain,1957,80,"Adventure,Family,War",6.4,1974
tt0050569,The Joker Is Wild,1957,126,"Biography,Drama,Musical",7.0,1490
tt0050585,Kanal,1957,91,"Drama,War",7.9,8154
tt0050598,A King in New York,1957,105,"Comedy,Drama",7.0,9032
tt0050599,Kiss Them for Me,1957,105,"Comedy,Romance",5.6,2201
tt0050604,The Hunchback Horse,1947,57,"Adventure,Animation,Family",7.3,1173
tt0050610,Kronos,1957,78,"Action,Drama,Horror",5.7,2096
tt0050613,Throne of Blood,1957,110,Drama,8.0,56705
tt0050622,The Land Unknown,1957,78,"Adventure,Fantasy,Sci-Fi",5.7,2084
tt0050629,Legend of the Lost,1957,109,"Adventure,Drama",6.1,3907
tt0050631,Les Girls,1957,114,"Comedy,Musical",6.6,3088
tt0050634,The Cranes Are Flying,1957,95,"Drama,Romance,War",8.3,20210
tt0050646,The Little Hut,1957,78,"Comedy,Romance",5.6,1018
tt0050653,The Long Haul,1957,100,"Crime,Drama,Film-Noir",6.7,1033
tt0050658,Love in the Afternoon,1957,130,"Comedy,Crime,Drama",7.1,17311
tt0050659,Loving You,1957,101,"Drama,Music,Musical",6.4,2558
tt0050665,Madhumati,1958,110,"Fantasy,Musical,Mystery",7.7,1609
tt0050669,Inspector Maigret,1958,119,"Crime,Drama,Mystery",7.2,2132
tt0050680,Man in the Shadow,1957,80,"Action,Crime,Drama",6.8,1242
tt0050681,Man of a Thousand Faces,1957,122,"Biography,Drama",7.1,2990
tt0050699,Men in War,1957,102,"Action,Drama,War",7.1,3123
tt0050706,My Uncle,1958,116,Comedy,7.7,24535
tt0050709,Les Misérables,1958,210,Drama,7.4,1812
tt0050717,The Robot vs. The Aztec Mummy,1958,65,"Horror,Sci-Fi",2.4,2845
tt0050720,The Monolith Monsters,1957,77,"Drama,Horror,Sci-Fi",6.4,4061
tt0050722,The Monster That Challenged the World,1957,84,"Horror,Sci-Fi,Thriller",5.7,3200
tt0050723,Monster from Green Hell,1957,71,"Horror,Sci-Fi",3.7,1404
tt0050738,My Man Godfrey,1957,92,"Comedy,Mystery,Romance",6.2,1139
tt0050746,The Devil Strikes at Night,1957,97,"Crime,Drama,Thriller",7.2,1614
tt0050749,Your Past Is Showing,1957,91,Comedy,6.8,2059
tt0050758,Naya Daur,1957,173,"Action,Drama,Musical",7.9,1324
tt0050762,Nine Lives,1957,96,"Action,Adventure,Biography",7.2,1916
tt0050763,Night Passage,1957,90,"Action,Adventure,Drama",6.6,4608
tt0050766,Curse of the Demon,1957,96,"Fantasy,Horror,Mystery",7.4,15835
tt0050771,No Down Payment,1957,105,Drama,7.1,1226
tt0050778,Not of This Earth,1957,67,"Horror,Sci-Fi",6.1,2333
tt0050781,The Hunchback of Notre Dame,1956,104,"Drama,Fantasy,Horror",6.6,3226
tt0050782,White Nights,1957,97,"Drama,Romance",7.8,9189
tt0050783,Nights of Cabiria,1957,110,Drama,8.1,52457
tt0050798,Old Yeller,1957,83,"Adventure,Drama,Family",7.2,15408
tt0050800,On the Bowery,1956,65,"Documentary,Drama",7.3,1190
tt0050803,The One That Got Away,1957,111,"Adventure,Drama,War",7.1,2525
tt0050805,Operation Mad Ball,1957,105,"Comedy,War",6.5,1298
tt0050814,The Pajama Game,1957,101,"Comedy,Drama,Musical",6.6,4191
tt0050815,Pal Joey,1957,111,"Drama,Musical,Romance",6.6,5941
tt0050817,Scandal in Sorrento,1955,92,"Comedy,Romance",6.5,2568
tt0050825,Paths of Glory,1957,88,"Drama,War",8.4,216022
tt0050839,Peyton Place,1957,157,"Crime,Drama,Mystery",7.2,6719
tt0050847,Plunder Road,1957,72,"Crime,Drama,Film-Noir",6.9,1329
tt0050858,The Pride and the Passion,1957,132,"Action,Adventure,Drama",5.7,3255
tt0050861,The Prince and the Showgirl,1957,115,"Comedy,Romance",6.4,9293
tt0050870,Thirst,1957,146,"Drama,Musical,Romance",8.3,7428
tt0050873,Quatermass 2,1957,85,"Horror,Sci-Fi",6.8,4774
tt0050882,Raintree County,1957,182,"Drama,Romance,War",6.3,4428
tt0050894,The Revenge of Frankenstein,1958,90,"Horror,Sci-Fi",6.7,6244
tt0050902,The Rising of the Moon,1957,81,"Comedy,Drama",6.6,1154
tt0050903,The River's Edge,1957,87,"Adventure,Crime,Drama",6.4,1393
tt0050915,Run of the Arrow,1957,86,"Drama,Western",6.6,2461
tt0050923,Saddle the Wind,1958,84,"Drama,Western",6.6,1758
tt0050928,Saint Joan,1957,110,"Biography,Drama,History",6.4,1307
tt0050933,Sayonara,1957,147,"Drama,Romance",7.0,7896
tt0050957,The She-Creature,1956,77,"Crime,Fantasy,Horror",3.8,1992
tt0050972,Silk Stockings,1957,117,"Comedy,Musical,Romance",6.8,4380
tt0050974,Sissi: The Fateful Years of an Empress,1957,109,"Drama,History,Romance",6.6,6078
tt0050976,The Seventh Seal,1957,96,"Drama,Fantasy",8.1,201410
tt0050985,Big Time Operators,1957,80,Comedy,7.0,2296
tt0050986,Wild Strawberries,1957,92,"Drama,Romance",8.1,116561
tt0050987,The Snow Queen,1957,74,"Adventure,Animation,Family",7.5,3097
tt0050993,Something of Value,1957,113,"Drama,War",6.5,1316
tt0051003,The Spirit of St. Louis,1957,135,"Adventure,Biography,Drama",7.1,8808
tt0051016,The Story of Mankind,1957,100,"Drama,Fantasy,Sci-Fi",4.8,1569
tt0051019,The Strange One,1957,100,"Drama,Film-Noir",6.9,1380
tt0051020,The Strange World of Planet X,1958,75,"Drama,Horror,Sci-Fi",4.8,1377
tt0051028,The Sun Also Rises,1957,130,Drama,6.2,2674
tt0051036,Sweet Smell of Success,1957,96,"Drama,Film-Noir",8.0,36349
tt0051047,The Tall T,1957,78,Western,7.3,6384
tt0051051,Tammy and the Bachelor,1957,89,"Comedy,Romance",6.9,2771
tt0051055,The Tarnished Angels,1957,91,"Action,Adventure,Drama",7.1,4200
tt0051064,Teenage Zombies,1959,73,"Horror,Sci-Fi",2.9,1286
tt0051077,The Three Faces of Eve,1957,91,"Drama,Mystery",7.2,8858
tt0051082,Quiet Flows the Don,1957,330,"Drama,History,Romance",7.7,1337
tt0051083,Time Limit,1957,96,"Drama,War",7.3,1292
tt0051087,The Tin Star,1957,93,Western,7.3,6767
tt0051093,Tokyo Twilight,1957,140,Drama,8.1,5085
tt0051111,Trooper Hook,1957,81,"Drama,Western",6.6,1029
tt0051114,The True Story of Jesse James,1957,92,"Biography,Crime,Drama",6.2,1724
tt0051128,The Undead,1957,71,"Fantasy,Horror",4.7,2690
tt0051133,La Parisienne,1957,86,Comedy,6.2,1046
tt0051134,The Unearthly,1957,73,"Horror,Sci-Fi",3.3,1912
tt0051139,Untamed Youth,1957,80,"Crime,Drama,Music",4.2,1394
tt0051141,Until They Sail,1957,94,"Drama,Romance,War",6.5,1601
tt0051150,The Vampire,1957,75,"Horror,Sci-Fi,Thriller",5.8,1337
tt0051151,El vampiro,1957,95,"Horror,Mystery,Thriller",6.9,1035
tt0051172,Deadlier Than the Male,1956,113,"Crime,Drama,Thriller",7.5,1731
tt0051193,Wild Is the Wind,1957,114,Drama,6.6,1118
tt0051196,Will Success Spoil Rock Hunter?,1957,93,"Comedy,Romance",6.9,4135
tt0051198,The Wings of Eagles,1957,110,"Biography,Drama,War",6.6,4663
tt0051201,Witness for the Prosecution,1957,116,"Crime,Drama,Mystery",8.4,140312
tt0051207,The Wrong Man,1956,105,"Drama,Film-Noir",7.4,31998
tt0051221,Zero Hour!,1957,81,"Action,Adventure,Drama",6.6,2354
tt0051226,Zombies of Mora Tau,1957,70,"Action,Adventure,Fantasy",5.2,1244
tt0051337,The 7th Voyage of Sinbad,1958,88,"Action,Adventure,Family",7.0,15023
tt0051365,The Magician,1958,101,"Comedy,Drama",7.5,11118
tt0051378,Elevator to the Gallows,1958,91,"Crime,Drama,Thriller",7.9,29211
tt0051380,Attack of the 50 Foot Woman,1958,66,"Horror,Sci-Fi",5.1,6426
tt0051381,Attack of the Puppet People,1958,79,"Horror,Sci-Fi",5.2,2924
tt0051383,Auntie Mame,1958,143,"Comedy,Drama,Romance",7.9,12884
tt0051390,Cairo Station,1958,77,"Crime,Drama",7.5,5486
tt0051393,The Badlanders,1958,85,Western,6.4,1709
tt0051398,The Barbarian and the Geisha,1958,105,"Adventure,Drama,History",5.7,2228
tt0051404,Le Beau Serge,1958,98,Drama,7.1,3828
tt0051406,Bell Book and Candle,1958,106,"Comedy,Fantasy,Romance",6.8,13334
tt0051411,The Big Country,1958,166,"Drama,Romance,Western",7.9,21529
tt0051413,The H-Man,1958,79,"Crime,Horror,Sci-Fi",6.0,1685
tt0051418,The Blob,1958,86,"Horror,Sci-Fi",6.3,29862
tt0051422,Blood of the Vampire,1958,87,"Horror,Sci-Fi",5.5,1513
tt0051423,Blue Murder at St. Trinian's,1957,86,Comedy,6.4,1436
tt0051429,Bonjour Tristesse,1958,94,"Drama,Romance",6.9,5784
tt0051432,The Brain Eaters,1958,61,"Horror,Sci-Fi",4.4,1832
tt0051433,The Bravados,1958,98,"Drama,Western",7.0,6605
tt0051435,The Brothers Karamazov,1958,145,"Drama,Romance",6.7,3087
tt0051436,The Buccaneer,1958,119,"Adventure,Drama,History",6.4,2808
tt0051437,Buchanan Rides Alone,1958,80,"Drama,Western",6.8,3308
tt0051452,Carry on Nurse,1959,86,"Comedy,Romance",6.2,3258
tt0051453,Carry on Sergeant,1958,84,"Comedy,War",6.3,3053
tt0051454,Carve Her Name with Pride,1958,119,"Biography,Drama,War",7.2,1883
tt0051459,Cat on a Hot Tin Roof,1958,108,Drama,7.9,54061
tt0051477,Christine,1958,95,"Comedy,Drama,Romance",6.3,1239
tt0051484,The Colossus of New York,1958,70,"Horror,Sci-Fi",5.8,1283
tt0051496,Cowboy,1958,92,"Drama,Western",6.7,3536
tt0051501,Cry Terror!,1958,96,"Crime,Film-Noir,Thriller",6.7,1740
tt0051507,Curse of the Faceless Man,1958,67,"Adventure,Horror,Sci-Fi",4.8,1255
tt0051516,Damn Yankees,1958,111,"Comedy,Musical,Romance",7.0,3516
tt0051519,Darby's Rangers,1958,121,"Action,Drama,War",6.3,1653
tt0051525,The Defiant Ones,1958,96,"Crime,Drama",7.6,18197
tt0051532,Desert Patrol,1958,78,"Action,Drama,War",6.7,1196
tt0051534,Desire Under the Elms,1958,111,"Drama,Romance",6.5,1469
tt0051542,Corridors of Blood,1958,86,"Crime,Horror,Thriller",6.4,2317
tt0051554,Horror of Dracula,1958,82,"Drama,Horror",7.2,28446
tt0051565,Dunkirk,1958,135,"Action,Drama,History",7.1,3579
tt0051569,Lake of the Dead,1958,76,"Horror,Mystery,Thriller",6.8,2652
tt0051570,The Spider,1958,73,"Family,Horror,Sci-Fi",4.6,3480
tt0051579,Love Is My Profession,1958,122,"Crime,Drama,Romance",6.7,1543
tt0051588,It Happened in Broad Daylight,1958,97,"Crime,Drama,Thriller",7.8,5693
tt0051622,The Fly,1958,94,"Drama,Horror,Sci-Fi",7.1,26027
tt0051629,Fort Massacre,1958,80,Western,6.2,1110
tt0051630,Frankenstein 1970,1958,83,"Horror,Sci-Fi",4.9,1568
tt0051631,Frankenstein's Daughter,1958,85,"Horror,Romance,Sci-Fi",4.2,1296
tt0051636,From Hell to Texas,1958,100,"Action,Romance,Western",6.9,1191
tt0051638,From the Earth to the Moon,1958,101,"Adventure,Fantasy,Sci-Fi",5.1,1841
tt0051649,The Geisha Boy,1958,98,Comedy,6.4,2220
tt0051655,Gideon of Scotland Yard,1958,91,"Comedy,Crime,Drama",6.6,1580
tt0051658,Gigi,1958,115,"Comedy,Musical,Romance",6.6,24822
tt0051666,God's Little Acre,1958,118,"Comedy,Drama,Romance",6.5,2106
tt0051667,The Goddess,1958,104,Drama,6.5,1169
tt0051688,The Gunfight at Dodge City,1959,81,Western,6.2,1087
tt0051690,Gunman's Walk,1958,97,Western,7.0,2165
tt0051693,H-8...,1958,105,"Drama,Thriller",8.3,1730
tt0051706,The Haunted Strangler,1958,78,"Crime,Horror,Mystery",6.2,2101
tt0051713,Hell Drivers,1957,91,"Crime,Drama,Film-Noir",7.2,4143
tt0051720,Equinox Flower,1958,118,"Comedy,Drama",7.8,4926
tt0051724,High School Confidential!,1958,85,"Crime,Drama",6.1,1185
tt0051732,Home Before Dark,1958,136,Drama,7.1,1284
tt0051739,The Horse's Mouth,1958,97,Comedy,7.0,3913
tt0051744,House on Haunted Hill,1959,75,"Crime,Horror,Mystery",6.7,31314
tt0051745,Houseboat,1958,110,"Comedy,Drama,Family",6.6,9752
tt0051746,How to Make a Monster,1958,73,"Horror,Sci-Fi",5.5,1551
tt0051750,The Hunters,1958,108,"Action,Drama,Romance",6.4,1688
tt0051755,I Bury the Living,1958,77,Horror,6.3,3252
tt0051756,I Married a Monster from Outer Space,1958,78,"Horror,Sci-Fi",6.3,3152
tt0051758,I Want to Live!,1958,120,"Biography,Crime,Drama",7.5,7477
tt0051759,"Hell, Heaven or Hoboken",1958,101,"Drama,History,War",6.9,1661
tt0051773,Indiscreet,1958,100,"Comedy,Romance",6.7,10369
tt0051776,The Inn of the Sixth Happiness,1958,158,"Biography,Drama,War",7.2,5496
tt0051786,It! The Terror from Beyond Space,1958,69,"Horror,Sci-Fi,Thriller",6.0,6361
tt0051790,"Ivan the Terrible, Part II: The Boyars' Plot",1958,88,"Biography,Drama,History",7.8,8157
tt0051792,The Music Room,1958,95,"Drama,Music",7.9,6854
tt0051808,The Hidden Fortress,1958,126,"Action,Adventure,Drama",8.1,42923
tt0051816,The Key,1958,134,"Drama,Romance,War",6.7,1709
tt0051818,King Creole,1958,116,"Crime,Drama,Musical",7.0,6519
tt0051819,Kings Go Forth,1958,109,"Action,Drama,Romance",6.5,1840
tt0051834,Kyojin to gangu,1958,95,"Comedy,Drama",7.3,1284
tt0051845,The Last Hurrah,1958,121,Drama,7.3,4222
tt0051848,The Law and Jake Wade,1958,86,Western,6.8,2806
tt0051849,The Left Handed Gun,1958,102,"Drama,Western",6.4,4705
tt0051851,The Law Is the Law,1958,95,Comedy,7.4,1079
tt0051866,The Lineup,1958,86,"Crime,Drama,Film-Noir",7.3,4595
tt0051878,"The Long, Hot Summer",1958,115,Drama,7.3,12584
tt0051879,Look Back in Anger,1959,98,Drama,7.0,4436
tt0051881,The Lost Missile,1958,70,"Mystery,Sci-Fi",5.1,1043
tt0051885,Macabre,1958,72,"Crime,Drama,Horror",5.7,1425
tt0051887,Machine-Gun Kelly,1958,80,"Action,Biography,Crime",6.1,2062
tt0051899,Man of the West,1958,100,Western,7.0,9402
tt0051911,Marjorie Morningstar,1958,128,"Drama,Romance",6.2,1307
tt0051913,The Matchmaker,1958,103,"Comedy,Romance",6.8,1233
tt0051927,We Only Live Once,1958,111,"Comedy,Drama,Romance",8.3,1818
tt0051942,"Moi, un noir",1958,70,Drama,7.3,1120
tt0051947,The Monster of Piedras Blancas,1959,71,"Horror,Sci-Fi",5.3,1177
tt0051948,Monster on the Campus,1958,77,"Horror,Sci-Fi",5.8,2124
tt0051955,The Rickshaw Man,1958,103,Drama,7.6,1214
tt0051959,Murder by Contract,1958,81,"Crime,Drama,Film-Noir",7.2,4499
tt0051964,Mädchen in Uniform,1958,91,Drama,7.0,1800
tt0051978,The Naked and the Dead,1958,131,"Drama,War",6.4,1862
tt0051980,The Ballad of Narayama,1958,98,Drama,7.8,3852
tt0051983,Nazarin,1959,94,Drama,7.7,6535
tt0051989,Neither Seen Nor Recognized,1958,95,Comedy,7.1,2071
tt0051993,Night of the Blood Beast,1958,62,"Horror,Sci-Fi",3.5,2313
tt0051994,A Night to Remember,1958,123,"Drama,History",7.9,17534
tt0052002,No Name on the Bullet,1959,77,Western,7.2,3131
tt0052005,No Time for Sergeants,1958,119,"Comedy,War",7.5,4548
tt0052017,Brink of Life,1958,84,Drama,7.3,3413
tt0052027,The Old Man and the Sea,1958,86,"Adventure,Drama",6.9,8745
tt0052046,The Philosopher's Stone,1958,111,"Comedy,Fantasy",7.6,1334
tt0052050,Party Girl,1958,99,"Crime,Drama,Film-Noir",7.0,3789
tt0052059,The Perfect Furlough,1958,93,"Comedy,Romance",6.3,1167
tt0052063,The Noose,1958,96,Drama,7.7,1264
tt0052077,Plan 9 from Outer Space,1957,79,"Horror,Sci-Fi",3.9,40818
tt0052080,Ashes and Diamonds,1958,103,"Drama,Romance,War",7.7,13725
tt0052097,The Proud Rebel,1958,103,"Drama,Western",6.9,2359
tt0052104,Queen of Outer Space,1958,80,"Adventure,Fantasy,Sci-Fi",4.6,2651
tt0052106,The Quiet American,1958,120,"Drama,Romance,Thriller",6.7,2131
tt0052117,"Rally 'Round the Flag, Boys!",1958,106,Comedy,5.9,1385
tt0052126,The Reluctant Debutante,1958,94,"Comedy,Romance",6.7,1873
tt0052131,The Return of Dracula,1958,77,"Drama,Horror,Mystery",5.7,1586
tt0052135,Ride a Crooked Trail,1958,88,"Drama,Western",6.6,1301
tt0052141,Rock-a-Bye Baby,1958,103,"Comedy,Musical",6.6,2351
tt0052148,The Roots of Heaven,1958,126,"Adventure,Drama",6.3,1153
tt0052151,Run Silent Run Deep,1958,93,"Action,Drama,War",7.3,13401
tt0052156,The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent,1957,66,"Action,Adventure,Fantasy",3.4,1632
tt0052169,The Screaming Skull,1958,68,"Horror,Thriller",3.9,4022
tt0052182,Separate Tables,1958,100,"Drama,Romance",7.4,8752
tt0052188,She Gods of Shark Reef,1958,63,Adventure,2.8,1141
tt0052190,The Sheepman,1958,85,Western,6.8,3068
tt0052191,The Sheriff of Fractured Jaw,1958,103,"Comedy,Romance,Western",6.0,1369
tt0052207,The Snorkel,1958,74,"Crime,Horror,Mystery",6.7,1838
tt0052216,Big Deal on Madonna Street,1958,106,"Comedy,Crime",7.9,11710
tt0052218,Some Came Running,1958,137,"Drama,Romance",7.2,7516
tt0052225,South Pacific,1958,157,"Musical,Romance,War",6.8,10107
tt0052227,The Space Children,1958,69,Sci-Fi,4.3,1430
tt0052233,The Square Peg,1958,85,"Comedy,War",6.8,1619
tt0052270,A Tale of Two Cities,1958,117,"Drama,History,Romance",7.1,1630
tt0052278,Teacher's Pet,1958,120,"Comedy,Romance",7.1,4907
tt0052279,Teenage Cave Man,1958,65,"Adventure,Sci-Fi",3.5,1753
tt0052286,Terror from the Year 5000,1958,66,Sci-Fi,2.9,1541
tt0052287,Terror in a Texas Town,1958,80,Western,6.8,2451
tt0052289,The Thing That Couldn't Die,1958,69,Horror,4.1,1922
tt0052293,Thunder Road,1958,92,"Crime,Drama,Film-Noir",6.6,4706
tt0052295,The Tiger of Eschnapur,1959,101,"Adventure,Drama,Romance",6.6,3271
tt0052296,A Time to Love and a Time to Die,1958,132,"Drama,Romance,War",7.6,3790
tt0052301,Too Many Crooks,1959,85,"Comedy,Crime",6.9,1269
tt0052303,Torpedo Run,1958,98,"Drama,War",6.4,2570
tt0052311,Touch of Evil,1958,95,"Crime,Drama,Film-Noir",8.0,110752
tt0052320,The Crawling Eye,1958,84,"Horror,Sci-Fi",5.2,4919
tt0052325,The Tunnel of Love,1958,98,"Comedy,Romance",5.8,1502
tt0052354,Verboten!,1959,93,"Drama,Thriller,War",6.7,1009
tt0052357,Vertigo,1958,128,"Mystery,Romance,Thriller",8.3,433303
tt0052365,The Vikings,1958,116,"Action,Adventure,History",7.0,15929
tt0052374,Invention for Destruction,1958,83,"Adventure,Fantasy,Sci-Fi",7.5,2866
tt0052378,War of the Colossal Beast,1958,69,"Horror,Sci-Fi",3.9,2693
tt0052379,War of the Satellites,1958,66,"Horror,Sci-Fi",5.1,1232
tt0052394,The Wild Women of Wongo,1959,72,"Adventure,Comedy",2.3,1410
tt0052395,Wind Across the Everglades,1958,93,"Adventure,Drama,Romance",6.6,1286
tt0052415,The Young Lions,1958,167,"Action,Drama,War",7.1,9017
tt0052427,Tom Thumb,1958,98,"Family,Fantasy,Musical",6.4,2893
tt0052530,4D Man,1959,85,"Action,Horror,Romance",5.8,2203
tt0052543,Al Capone,1959,104,"Biography,Crime,Drama",6.7,1931
tt0052545,Alias Jesse James,1959,92,"Comedy,Western",6.4,1626
tt0052549,The Alligator People,1959,74,"Horror,Mystery,Sci-Fi",5.6,2561
tt0052556,The Lovers,1958,90,"Drama,Romance",7.2,5999
tt0052561,Anatomy of a Murder,1959,161,"Drama,Mystery",8.0,72842
tt0052563,The Angry Hills,1959,105,"Drama,Thriller,War",5.7,1180
tt0052564,The Angry Red Planet,1959,83,"Adventure,Horror,Sci-Fi",5.3,3964
tt0052572,The World of Apu,1959,105,Drama,8.4,17066
tt0052587,The Atomic Submarine,1959,72,"Sci-Fi,Thriller",5.1,1888
tt0052589,Fiasco in Milan,1959,105,"Comedy,Crime",6.9,1216
tt0052600,Ballad of a Soldier,1959,88,"Drama,Romance,War",8.2,11494
tt0052602,The Bat,1959,80,"Horror,Mystery,Thriller",6.0,6312
tt0052604,The Giant of Marathon,1959,90,"Action,Adventure,Drama",5.0,1103
tt0052607,The Battle of the Sexes,1960,84,Comedy,6.6,1765
tt0052609,Beast from Haunted Cave,1959,72,"Crime,Horror,Thriller",4.3,2335
tt0052611,The Giant Behemoth,1959,80,"Horror,Sci-Fi",5.7,2950
tt0052617,Beloved Infidel,1959,123,"Biography,Drama,Romance",6.0,1196
tt0052618,Ben-Hur,1959,212,"Adventure,Drama",8.1,256242
tt0052619,The Best of Everything,1959,121,"Drama,Romance",6.6,2396
tt0052631,The Black Orchid,1958,96,"Drama,Romance",6.4,1247
tt0052644,Le Bossu,1959,105,"Action,Adventure",6.9,1529
tt0052646,The Brain That Wouldn't Die,1962,82,"Horror,Sci-Fi",4.5,7648
tt0052654,The Bridge,1959,103,"Drama,History,War",8.0,8771
tt0052655,A Bucket of Blood,1959,66,"Comedy,Crime,Horror",6.7,8196
tt0052667,"Caltiki, the Immortal Monster",1959,77,"Adventure,Horror,Sci-Fi",5.9,1659
tt0052676,Carry on Teacher,1959,86,Comedy,6.2,2715
tt0052680,Cash McCall,1960,102,"Drama,Romance",6.3,1633
tt0052696,City of Fear,1959,81,"Crime,Drama,Thriller",6.4,1663
tt0052698,The Big Risk,1960,103,"Crime,Drama,Romance",7.5,4548
tt0052700,Compulsion,1959,103,"Biography,Crime,Drama",7.4,7661
tt0052708,The Cousins,1959,112,Drama,7.2,3289
tt0052713,The Crimson Kimono,1959,82,"Crime,Drama,Mystery",6.8,3163
tt0052718,Curse of the Undead,1959,79,"Horror,Western",6.0,1444
tt0052719,Daddy-O,1958,74,"Crime,Music,Mystery",2.7,1078
tt0052722,Darby O'Gill and the Little People,1959,93,"Adventure,Family,Fantasy",7.1,9490
tt0052724,Day of the Outlaw,1959,92,"Drama,Western",7.3,4504
tt0052733,Two Men in Manhattan,1959,84,"Crime,Drama,Thriller",6.6,2298
tt0052735,The Devil's Disciple,1959,83,"Comedy,History,Romance",6.9,2970
tt0052738,The Diary of Anne Frank,1959,180,"Biography,Drama,Family",7.4,13811
tt0052765,Picnic on the Grass,1959,91,"Comedy,Romance",6.5,1449
tt0052771,Edge of Eternity,1959,80,"Crime,Drama,Mystery",6.4,1161
tt0052782,Hercules Unchained,1959,105,"Adventure,Fantasy",4.6,2357
tt0052784,Skeleton of Mrs. Morales,1960,85,"Comedy,Crime,Horror",7.7,2317
tt0052786,Violent Summer,1959,98,"Drama,Romance,War",7.3,1931
tt0052792,The FBI Story,1959,149,"Crime,Drama,History",6.5,3974
tt0052805,First Man Into Space,1959,77,"Drama,Horror,Sci-Fi",5.4,1784
tt0052809,The Five Pennies,1959,117,"Biography,Drama,Music",7.1,2141
tt0052810,Fever Mounts at El Pao,1959,97,Drama,6.8,1389
tt0052811,The Flesh and the Fiends,1960,94,"Crime,Drama,Thriller",6.9,2381
tt0052820,The Four Skulls of Jonathan Drake,1959,70,"Horror,Mystery",5.7,1259
tt0052829,Face of the Frog,1959,89,"Crime,Thriller",6.3,1295
tt0052832,The Fugitive Kind,1960,119,"Drama,Romance",7.1,7280
tt0052837,The Gazebo,1959,100,"Comedy,Thriller",6.8,2248
tt0052846,The Giant Gila Monster,1959,74,"Horror,Sci-Fi,Thriller",3.7,4405
tt0052847,Gidget,1959,95,"Comedy,Drama,Romance",6.6,3911
tt0052849,The Girl in Lovers Lane,1960,78,"Crime,Drama,Romance",3.1,1133
tt0052850,Girls Town,1959,90,"Crime,Drama,Music",3.7,1014
tt0052861,The Great War,1959,137,"Comedy,Drama,War",8.1,4669
tt0052862,The St. Louis Bank Robbery,1959,89,"Crime,Drama,Thriller",5.8,1736
tt0052864,Green Mansions,1959,104,"Adventure,Drama,Romance",5.3,2630
tt0052876,The Hanging Tree,1959,107,Western,7.1,4886
tt0052877,The Hangman,1959,87,"Drama,Western",6.6,1194
tt0052880,Have Rocket -- Will Travel,1959,76,"Comedy,Family,Sci-Fi",5.6,1025
tt0052888,The Hideous Sun Demon,1958,74,"Horror,Sci-Fi",4.3,1596
tt0052891,High School Big Shot,1959,70,"Crime,Drama",3.4,1040
tt0052893,Hiroshima Mon Amour,1959,90,"Drama,Romance",7.8,36617
tt0052896,A Hole in the Head,1959,120,"Comedy,Drama",6.2,2896
