tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
tt12077970,A Tale of Love and Desire,2021,102,"Drama,Romance",6.6,1179
tt12078076,Bhajarangi 2,2021,155,"Action,Fantasy",6.5,1406
tt1208717,Hormones,2008,122,Comedy,7.0,1030
tt1208729,Spy of Orange,2009,90,"Action,Comedy",3.6,1038
tt12091980,Thinkalazhcha Nishchayam,2021,109,"Comedy,Drama,Romance",7.7,2376
tt1209319,Everyman's War,2009,104,"Biography,Drama,War",5.1,1442
tt1209361,Sutures,2009,83,"Horror,Thriller",4.1,1585
tt1209367,The Swimsuit Issue,2008,100,"Comedy,Drama",5.8,1476
tt1209377,Beautiful Kate,2009,100,"Drama,Mystery",6.6,4141
tt1209378,ExTerminators,2009,92,"Comedy,Drama",5.2,2746
tt12093860,Detective Conan: The Scarlet Bullet,2021,110,"Action,Animation,Crime",6.2,1809
tt1210042,Brooklyn's Finest,2009,132,"Action,Crime,Drama",6.7,66824
tt1210071,The Janky Promoters,2009,85,"Comedy,Crime,Music",5.1,1847
tt1210106,St Trinian's 2: The Legend of Fritton's Gold,2009,106,"Adventure,Comedy,Family",5.3,8947
tt1210166,Moneyball,2011,133,"Biography,Drama,Sport",7.6,472279
tt12105554,The Speech,2020,87,"Comedy,Drama,Romance",6.3,2105
tt1210801,Command Performance,2009,93,"Action,Thriller",5.5,3513
tt1210819,The Lone Ranger,2013,150,"Action,Adventure,Drama",6.4,246009
tt12108272,Close Encounters of the Fifth Kind,2020,120,Documentary,6.1,2253
tt1210837,"Hello, Schoolgirl",2008,113,"Comedy,Romance",6.9,1205
tt12108622,Infinitum: Subject Unknown,2021,86,"Mystery,Sci-Fi",4.0,9915
tt12109842,Trump Card,2020,103,Documentary,4.6,2768
tt1211353,The Mortician,2011,89,"Drama,Thriller",4.9,1073
tt12117860,Alles op tafel,2021,102,"Comedy,Drama",6.6,1176
tt1211837,Doctor Strange,2016,115,"Action,Adventure,Fantasy",7.5,818609
tt1211890,Middle of Nowhere,2012,101,Drama,6.6,1987
tt1211956,Escape Plan,2013,115,"Action,Thriller",6.7,259735
tt12121582,When You Finish Saving the World,2022,88,"Comedy,Drama",5.6,4716
tt1212408,Dog Tags,2008,90,"Drama,Romance",5.9,1693
tt1212419,Hereafter,2010,129,"Drama,Fantasy,Romance",6.5,96010
tt1212428,The Lost City of Z,2016,141,"Adventure,Biography,Drama",6.6,100595
tt1212436,The Back-up Plan,2010,104,"Comedy,Romance",5.3,52827
tt1212450,Lawless,2012,116,"Biography,Crime,Drama",7.2,255436
tt1212451,April Showers,2009,94,"Crime,Drama",5.6,1034
tt1212454,An Invisible Sign,2010,96,"Comedy,Drama,Family",5.3,4416
tt1212456,Entre nos,2009,80,Drama,7.3,1197
tt1212974,Bitch Slap,2009,109,"Action,Comedy,Crime",4.5,14212
tt1213012,Alpha and Omega,2010,90,"Adventure,Animation,Comedy",5.1,15364
tt12131262,Out of Shadows,2020,78,Documentary,6.9,1960
tt12132908,Chandramukhi 2,2023,172,"Action,Comedy,Drama",2.6,3252
tt12133722,Have a Good Trip,2020,85,"Comedy,Documentary",6.8,8704
tt1213585,Good Hair,2009,96,"Comedy,Documentary",6.9,6246
tt1213638,Different from Whom,2009,100,"Comedy,Romance",6.2,1082
tt1213641,First Man,2018,141,"Biography,Drama,History",7.3,205132
tt1213644,Disaster Movie,2008,87,"Comedy,Sci-Fi",1.9,95103
tt1213648,London Boulevard,2010,103,"Crime,Drama",6.2,50617
tt1213663,The World's End,2013,109,"Action,Comedy,Sci-Fi",6.9,301005
tt12137964,Anything for Jackson,2020,97,"Horror,Mystery",6.3,10993
tt1213825,Love Hurts,2009,90,"Comedy,Romance",5.5,1498
tt1213856,Voices,2007,85,"Crime,Drama,Horror",5.5,1420
tt12138574,Quaid-e-Azam Zindabad,2022,140,"Action,Comedy,Drama",6.2,1224
tt1213926,The Sicilian Girl,2008,115,"Crime,Drama",6.9,1909
tt12139700,Jungle Beat: The Movie,2020,88,"Adventure,Animation,Comedy",5.4,1336
tt12140804,Ghosts,2020,90,Drama,5.9,1126
tt12141112,Metal Lords,2022,97,"Comedy,Music",6.7,33594
tt12142854,My Name Is Francesco Totti,2020,101,"Biography,Documentary,Sport",7.2,1385
tt12143990,The Re-Education of Molly Singer,2023,120,Comedy,5.6,6394
tt12147800,Kuttavum Shikshayum,2022,138,"Action,Crime,Drama",6.3,1205
tt1214961,Happy Days,2007,153,Drama,7.9,6340
tt1214962,Seeking Justice,2011,105,"Action,Crime,Drama",6.1,48309
tt12151818,Across the Furious Sea,2023,144,"Crime,Drama,Mystery",6.7,1004
tt12151820,The Yinyang Master,2021,113,"Action,Adventure,Drama",6.4,3264
tt12154638,Just Say Yes,2021,97,"Comedy,Romance",4.6,2148
tt12159766,Trigger Points,2020,95,"Drama,Sci-Fi",2.5,1819
tt1216275,13 Semester,2009,101,"Comedy,Drama,Romance",6.7,1868
tt1216300,Jannat: In Search of Heaven...,2008,140,"Crime,Drama,Romance",6.9,7399
tt12163074,The Resort,2021,76,Horror,3.1,4023
tt1216475,Cars 2,2011,106,"Adventure,Animation,Comedy",6.2,224024
tt1216487,The Girl Who Played with Fire,2009,129,"Action,Crime,Drama",7.1,99009
tt1216491,Kill the Messenger,2014,112,"Biography,Crime,Drama",6.9,49066
tt1216492,Leap Year,2010,100,"Comedy,Romance",6.4,111662
tt1216496,Mother,2009,129,"Crime,Drama,Mystery",7.7,73177
tt1216520,Womb,2010,111,"Drama,Romance,Sci-Fi",6.3,15334
tt12169664,Zero Nine,2021,93,"Action,Crime,Thriller",7.7,1166
tt1217070,Triage,2009,99,"Drama,Mystery,War",6.5,10726
tt1217209,Brave,2012,93,"Action,Adventure,Animation",7.1,449064
tt1217213,Secret of the Wings,2012,75,"Animation,Family,Fantasy",7.0,14486
tt1217243,Achilles and the Tortoise,2008,119,"Comedy,Drama",7.3,3852
tt1217426,Easier with Practice,2009,100,"Drama,Romance",6.4,1078
tt1217565,Radio Day,2008,100,Comedy,7.3,3883
tt1217613,Battle Los Angeles,2011,116,"Action,Adventure,Sci-Fi",5.7,186044
tt1217616,Endgame,2009,109,"Drama,History",6.2,2878
tt1217637,Anything for Her,2008,96,"Crime,Drama,Thriller",7.1,9873
tt12182440,Buladó,2020,87,Drama,6.5,1273
tt12186098,Hypochondriac,2022,97,"Drama,Horror,Thriller",5.0,1022
tt12187586,Father Soldier Son,2020,99,"Documentary,War",7.3,1058
tt12192190,One Night in Bangkok,2020,105,"Action,Crime,Drama",5.2,2748
tt12192654,Planet of the Humans,2019,100,Documentary,6.9,3361
tt1219289,Limitless,2011,105,"Sci-Fi,Thriller",7.4,618281
tt1219336,The Donner Party,2009,95,Drama,4.9,1209
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,97,"Action,Adventure,Animation",6.9,88329
tt12193804,Whitney Houston: I Wanna Dance with Somebody,2022,144,"Biography,Drama,Music",6.6,23702
tt12194006,Wunderschön,2022,132,"Comedy,Drama,Romance",7.0,2721
tt1219827,Ghost in the Shell,2017,107,"Action,Crime,Drama",6.3,229968
tt1219828,Happy Tears,2009,92,"Comedy,Drama",5.2,1625
tt12198524,The Retreat,2020,88,"Horror,Mystery",4.3,1093
tt12200256,No Escapes,2020,131,"Action,Drama",6.5,1687
tt1220198,The Fourth Kind,2009,98,"Horror,Mystery,Sci-Fi",5.9,82559
tt1220213,Grace,2009,85,"Drama,Horror,Thriller",5.2,8259
tt1220214,Heartless,2009,114,"Drama,Fantasy,Horror",5.9,10403
tt1220220,Motherhood,2009,90,"Comedy,Drama",4.6,4782
tt1220627,Hard Breakers,2010,99,Comedy,2.8,1451
tt1220628,I Hope They Serve Beer in Hell,2009,105,Comedy,5.2,8720
tt1220634,Resident Evil: Afterlife,2010,96,"Action,Horror,Sci-Fi",5.8,180681
tt1220706,Breathing Room,2008,89,"Horror,Mystery,Thriller",4.3,3726
tt1220719,Ip Man,2008,106,"Action,Biography,Drama",8.0,235224
tt1220888,Henry's Crime,2010,108,"Comedy,Crime,Drama",5.9,21537
tt12208980,Greatest Days,2023,112,"Comedy,Drama,Music",5.7,1490
tt1220911,Animal Kingdom: Let's Go Ape,2015,101,"Adventure,Animation,Comedy",4.9,1367
tt1221139,Welcome to Sajjanpur,2008,133,"Comedy,Drama",6.9,3366
tt1221141,The Headless Woman,2008,87,"Drama,Mystery,Thriller",6.5,5826
tt1221188,Eloïse's Lover,2009,92,"Drama,Romance",6.3,2296
tt1221207,Demoted,2011,94,Comedy,5.3,2183
tt1221208,Frankie & Alice,2010,101,"Biography,Drama",6.4,5888
tt12215252,I Run to You,2022,113,"Comedy,Romance",6.4,1970
tt12216986,The Last Frontier,2020,136,"Action,Drama,War",6.5,1930
tt12221748,Becoming,2020,89,"Biography,Documentary",7.0,6726
tt12221824,After Masks,2021,105,Drama,3.1,1416
tt1222329,Wild Cherry,2009,85,Comedy,4.0,1975
tt12223548,The Bezonians,2021,98,"Comedy,Crime,Drama",4.5,5734
tt12226632,Big George Foreman,2023,129,"Biography,Drama,Sport",6.6,9621
tt12226872,The Scary of Sixty-First,2021,81,"Comedy,Drama,Horror",4.5,2499
tt1222815,Chimpanzee,2011,78,"Documentary,Family",7.1,6402
tt1222817,Zookeeper,2011,102,"Comedy,Family,Fantasy",5.2,65918
tt12229370,Mothering Sunday,2021,104,"Drama,Romance",6.1,4886
tt1223236,African Cats,2010,89,"Adventure,Documentary",7.5,6775
tt1223922,Blue,2009,119,"Action,Adventure,Mystery",3.8,5306
tt1223934,The Door,2009,103,"Drama,Mystery,Sci-Fi",6.7,6440
tt1223975,Tony Manero,2008,97,"Drama,Music",6.8,4587
tt1223980,Two Eyes Staring,2010,112,"Horror,Mystery,Thriller",5.5,1454
tt1224153,Jerichow,2008,93,Drama,7.0,3408
tt1224366,Afterschool,2008,120,"Drama,Mystery",6.0,4986
tt1224369,Made in Hungaria,2009,109,"Biography,Comedy,Music",6.8,2216
tt1224373,Slovenian Girl,2009,90,Drama,6.2,3361
tt1224376,Tobruk,2008,102,"History,War",5.8,1201
tt1224378,Forbidden Empire,2014,130,"Adventure,Fantasy,Mystery",5.2,6604
tt12244822,Amira,2021,98,Drama,4.0,8058
tt12246266,200 Meters,2020,96,"Adventure,Drama",7.2,2188
tt1225290,Four Nights with Anna,2008,87,"Crime,Drama",6.8,1922
tt1225296,Service,2008,87,"Drama,Romance",6.1,1937
tt1225302,The Big I Am,2010,105,"Action,Crime",5.2,1323
tt12253164,Metronom,2022,102,Drama,6.6,1632
tt1225822,Extract,2009,92,"Comedy,Crime,Romance",6.1,50679
tt1225831,Extraordinary Stories,2008,245,"Drama,Mystery",7.8,1303
tt12261776,65,2023,93,"Action,Adventure,Drama",5.4,91764
tt12262116,Thirteen Lives,2022,147,"Biography,Drama,Thriller",7.8,69913
tt1226229,Get Him to the Greek,2010,109,"Comedy,Music",6.3,186479
tt1226232,The Greatest,2009,99,"Drama,Romance",6.6,9536
tt1226236,I Am Love,2009,120,"Drama,Romance",7.0,24338
tt1226240,A Late Quartet,2012,105,"Drama,Music",7.1,15432
tt1226251,Pokémon: The Rise of Darkrai,2007,90,"Action,Adventure,Animation",6.3,4095
tt1226271,The Damned United,2009,98,"Biography,Drama,Sport",7.5,46366
tt1226273,Edge of Darkness,2010,117,"Action,Adventure,Drama",6.6,99886
tt1226334,Private Lessons,2008,105,Drama,6.2,1054
tt12263384,Extraction II,2023,122,"Action,Crime,Thriller",7.0,154506
tt12264966,Notre-Dame on Fire,2022,110,"Biography,Drama,Thriller",6.5,2718
tt1226681,Pontypool,2008,93,"Horror,Sci-Fi",6.5,36030
tt1226753,The Debt,2010,113,"Drama,Thriller",6.8,72235
tt1226766,The Great Gilly Hopkins,2015,99,"Comedy,Drama,Family",6.5,5372
tt1226774,In the Loop,2009,106,Comedy,7.4,62068
tt1226837,Beautiful Boy,2018,120,"Biography,Drama",7.4,104075
tt1227183,Swallows and Amazons,2016,96,"Adventure,Drama,Family",6.1,3595
tt1227189,Everybody Dies But Me,2008,80,Drama,6.4,2607
tt12273762,Overrun,2021,105,"Action,Comedy,Crime",4.3,3866
tt1227378,"Fat, Sick & Nearly Dead",2010,97,Documentary,7.5,8949
tt12273972,Geranium,2021,82,"Crime,Drama",6.4,1615
tt12274228,Rent-A-Pal,2020,108,"Horror,Thriller",6.3,6223
tt1227524,Aashayein,2010,120,Drama,7.1,1355
tt1227536,Hellsinki,2009,133,"Biography,Crime,Drama",6.7,3715
tt1227555,Corridor,2010,75,"Mystery,Thriller",5.9,1138
tt1227762,Aladin,2009,132,"Action,Adventure,Comedy",4.7,3456
tt1227787,London River,2009,84,"Drama,Mystery",6.9,3898
tt1227789,Rites of Spring,2011,82,"Horror,Thriller",4.5,2318
tt1227931,Slightly Single in L.A.,2013,88,"Comedy,Romance",4.5,1397
tt12280566,Love in Dangerous Times,2020,94,Drama,6.0,1506
tt12282598,Intuition,2020,116,"Crime,Drama,Mystery",5.6,3186
tt12283036,Room 203,2022,104,"Drama,Horror",4.3,2027
tt12283738,Quarantine Girl,2020,61,"Horror,Thriller",3.0,2783
tt12283788,Sinful,2020,74,"Horror,Thriller",2.9,2416
tt12285116,Keeping the Bees,2019,93,Drama,5.8,1125
tt1228705,Iron Man 2,2010,124,"Action,Sci-Fi",6.9,880283
tt1228931,Kuruvi,2008,150,"Action,Comedy,Drama",4.2,4951
tt1228933,Laid to Rest,2009,90,"Horror,Thriller",5.2,9050
tt1228953,Big Fan,2009,88,"Comedy,Crime,Drama",6.6,9939
tt1228963,Bikini Girls on Ice,2009,82,"Horror,Thriller",3.0,1232
tt1228987,Let Me In,2010,116,"Drama,Fantasy,Horror",7.1,128390
tt12292206,Those Who Walk Away,2022,94,"Drama,Horror,Thriller",4.3,6623
tt1229236,World's End,2010,101,"Action,Sci-Fi",3.6,1029
tt1229238,Mission: Impossible - Ghost Protocol,2011,132,"Action,Adventure,Thriller",7.4,533166
tt1229340,Anchorman 2: The Legend Continues,2013,119,Comedy,6.3,193988
tt1229360,It Might Get Loud,2008,98,"Documentary,Music",7.6,13618
tt1229366,Life Partner,2009,138,"Comedy,Drama,Romance",5.3,1423
tt1229381,Outside the Law,2010,138,"Crime,Drama,War",6.6,4145
tt12298140,Virus-32,2022,90,Horror,5.5,2238
tt1229821,Invitation Only,2009,95,"Drama,Horror,Thriller",4.8,1336
tt1229822,Jane Eyre,2011,120,"Drama,Mystery,Romance",7.3,93839
tt1229827,Jonas Brothers: The 3D Concert Experience,2009,76,"Biography,Documentary,Music",1.6,17551
tt12298506,Black Box,2020,100,"Horror,Mystery,Sci-Fi",6.2,17655
tt12299714,Thittam Irandu,2021,120,"Crime,Drama,Mystery",7.1,3300
tt12299824,JJ+E,2021,90,"Drama,Romance",5.4,2457
tt1230164,Return of the Ghostbusters,2007,85,"Action,Comedy,Fantasy",5.2,1242
tt1230165,Rock On!!,2008,145,"Drama,Music",7.7,22986
tt1230168,Same Kind of Different as Me,2017,119,"Biography,Drama",6.6,8608
tt1230194,The Storm,2009,96,"Action,Drama,History",6.1,3191
tt1230204,A Turtle's Tale: Sammy's Adventures,2010,88,"Adventure,Animation,Family",6.0,8251
tt1230206,Slaughter,2009,96,"Horror,Thriller",4.5,2320
tt1230211,Perkins' 14,2009,95,"Horror,Thriller",5.0,2373
tt1230213,Bound to Vengeance,2015,93,"Horror,Thriller",5.6,6368
tt1230215,Not Fade Away,2012,112,Drama,6.0,4970
tt12302540,Wicked,2021,114,"Drama,Fantasy,Romance",5.5,1287
tt1230372,Endure,2010,92,"Crime,Drama,Mystery",5.2,1024
tt1230385,The Yellow Sea,2010,136,"Action,Crime,Drama",7.3,23237
tt1230387,Just Peck,2009,90,"Comedy,Drama,Family",6.0,1015
tt1230414,It's Complicated,2009,120,"Comedy,Drama,Romance",6.5,99343
tt1230448,Billu,2009,137,"Comedy,Drama",6.4,13638
tt12304596,Unfit: The Psychology of Donald Trump,2020,83,"Biography,Documentary",7.0,3248
tt1230544,Konchem Ishtam Konchem Kashtam,2009,165,Romance,7.0,1277
tt12306964,On the Fringe,2022,105,Drama,6.6,2313
tt12311620,Breaking,2022,103,"Crime,Drama,Thriller",6.3,8611
tt12311866,Children of the Corn,2020,93,Horror,3.7,4436
tt1231277,S. Darko,2009,103,"Drama,Mystery,Sci-Fi",3.6,14574
tt12312854,Dark Obsession,2023,96,Thriller,5.4,2372
tt1231287,Labor Pains,2009,89,"Comedy,Romance",4.8,12187
tt1231580,Alvin and the Chipmunks: The Squeakquel,2009,88,"Adventure,Comedy,Family",4.5,55566
tt1231583,Due Date,2010,95,"Comedy,Drama",6.5,360332
tt1231586,A Good Old Fashioned Orgy,2011,95,"Comedy,Romance",6.1,23807
tt1231587,Hot Tub Time Machine,2010,99,"Comedy,Sci-Fi",6.4,188411
tt1232200,That's My Boy,2012,116,"Comedy,Drama",5.6,111566
tt1232206,Teenage Paparazzo,2010,94,Documentary,7.2,2121
tt1232207,Capitalism: A Love Story,2009,127,"Crime,Documentary,History",7.4,44016
tt12322986,Softie,2021,93,Drama,7.1,1393
tt1232776,Fish Tank,2009,123,Drama,7.3,65566
tt1232783,Sorority Row,2009,101,"Horror,Mystery",5.1,32698
tt1232790,Of Time and the City,2008,74,"Biography,Documentary",7.2,2285
tt1232826,Involuntary,2008,98,Drama,6.9,6599
tt1232829,21 Jump Street,2012,109,"Action,Comedy,Crime",7.2,607273
tt1232831,Crows Zero II,2009,133,"Action,Comedy,Crime",7.2,5499
tt1232838,Triple Dog,2010,95,"Crime,Drama,Mystery",5.7,5039
tt1233192,Brighton Rock,2010,111,"Crime,Drama,Thriller",5.7,6796
tt1233219,"My Son, My Son, What Have Ye Done",2009,91,"Drama,Thriller",6.1,10809
tt1233227,Saw VI,2009,90,"Horror,Mystery,Thriller",6.0,127214
tt1233301,Ironclad,2011,121,"Action,Drama,History",6.1,43935
tt1233334,Pariah,2011,86,Drama,7.2,7644
tt1233381,Three Monkeys,2008,109,Drama,7.3,23213
tt1233461,Miracle of Giving Fool,2008,99,"Comedy,Romance",7.3,1615
tt1233474,The Garden of Sinners: The Hollow Shrine,2008,46,"Action,Animation,Crime",7.1,1832
tt1233487,Don't Look Down,2008,85,"Drama,Romance",5.9,3372
tt1233499,The Way We Are,2008,90,Drama,7.5,1104
tt12335692,Last Man Down,2021,87,"Action,Sci-Fi",3.5,14115
tt1233576,Reykjavik-Rotterdam,2008,88,Thriller,6.7,2482
tt12338246,Death Count,2022,81,Horror,3.5,1953
tt1234435,Terra Nova,2008,119,"Action,Drama,Thriller",6.6,2098
tt12344410,French Biriyani,2020,116,Comedy,5.7,1087
tt1234541,The Butterfly Effect 3: Revelations,2009,90,"Crime,Sci-Fi,Thriller",5.6,20859
tt1234542,The Last Flight,2009,98,"Adventure,Drama,Romance",5.4,1255
tt1234548,The Men Who Stare at Goats,2009,94,"Comedy,War",6.2,138558
tt1234550,Rage,2009,98,Drama,4.7,1139
tt1234554,The Murder Farm,2009,93,"Crime,Drama,Horror",5.5,1161
tt1234559,Chico Xavier,2010,124,"Biography,Drama",7.1,1966
tt1234654,Greenberg,2010,107,"Comedy,Drama,Romance",6.1,39602
tt1234719,Red Dawn,2012,93,"Action,Drama,War",5.3,81199
tt1234721,RoboCop,2014,117,"Action,Crime,Sci-Fi",6.1,241321
tt12349832,Cuckoo,2024,102,"Horror,Mystery,Thriller",6.3,5562
tt1235075,A Kind of America 2,2008,110,Comedy,6.8,3753
tt1235124,Dorian Gray,2009,112,"Drama,Fantasy,Mystery",6.2,68642
tt1235142,Last Ride,2009,90,"Crime,Drama",6.6,2621
tt1235166,A Prophet,2009,155,"Crime,Drama",7.8,102956
tt1235170,The Future,2011,91,"Drama,Fantasy,Romance",6.1,9176
tt1235187,Where Hands Touch,2018,122,"Drama,Romance,War",6.6,5836
tt1235189,Wild Target,2010,98,"Action,Comedy,Crime",6.7,41021
tt1235200,Mercy,2009,87,"Drama,Romance",5.9,1352
tt1235448,The Thaw,2009,94,"Horror,Sci-Fi",5.2,13065
tt1235522,Broken City,2013,109,"Action,Crime,Drama",6.1,83878
tt1235536,Lucky Luke,2009,103,"Adventure,Comedy,Western",4.7,4551
tt1235548,VIPs,2010,95,"Biography,Crime,Drama",6.6,3425
tt1235552,À l'aventure,2008,104,"Drama,Fantasy,Romance",5.4,2355
tt1235790,Magic Trip: Ken Kesey's Search for a Kool Place,2011,107,Documentary,6.8,1690
tt1235796,Ondine,2009,111,"Drama,Mystery,Romance",6.8,22786
tt1235807,Stay Cool,2009,94,"Comedy,Drama,Romance",4.9,3646
tt12358104,Two,2021,70,"Drama,Mystery,Thriller",4.3,5233
tt1235827,Boogie,2009,82,"Action,Animation,Crime",6.3,1567
tt1235830,Chico & Rita,2009,94,"Animation,Crime,Drama",7.2,9739
tt1235837,Happily N'ever After 2: Snow White: Another Bite at the Apple,2009,75,"Adventure,Animation,Comedy",3.6,2096
tt1235841,Sidewalls,2011,95,"Comedy,Drama",7.5,16232
tt1235842,The Fish Child,2009,96,"Crime,Drama,Romance",5.8,2415
tt12359080,Zero Contact,2022,97,Thriller,4.3,2696
tt12359272,Dear Tenant,2020,106,"Drama,Romance",7.3,1357
tt12361178,Drishyam 2,2021,152,"Crime,Drama,Thriller",8.4,41631
tt12361974,Zack Snyder's Justice League,2021,242,"Action,Adventure,Fantasy",7.9,444730
tt1236242,"Man, Woman and the Wall",2006,84,"Drama,Romance,Thriller",6.2,1066
tt12363162,"My People, My Homeland",2020,153,Drama,6.4,1100
tt1236370,Legendary Assassin,2008,89,"Action,Crime,Thriller",6.1,2075
tt1236397,The Invisible Woman,2009,105,"Comedy,Fantasy",6.3,3963
tt1236471,Attack on Darfur,2009,98,"Drama,War",5.8,2780
tt1236472,Lemmy,2010,116,"Biography,Documentary,Music",7.8,8652
tt1236484,Stoic,2009,91,"Crime,Drama",5.1,2900
tt12374656,Emily,2022,130,"Biography,Drama,History",6.8,8607
tt1237838,Mystery Team,2009,97,"Comedy,Crime,Mystery",6.6,9812
tt1237926,Snuff: A Documentary About Killing on Camera,2008,76,"Documentary,Horror",5.4,1113
tt12380422,The Subtle Art of Not Giving a F*ck,2023,97,Documentary,5.9,1922
tt1238291,Five Minutes of Heaven,2009,89,"Drama,Thriller",6.6,13309
tt1238302,Scarce,2008,93,"Horror,Thriller",4.1,1112
tt1238304,Table for Three,2009,93,"Comedy,Romance",5.4,3185
tt12383460,Hypnotic,2021,88,"Horror,Mystery,Thriller",5.3,20137
tt12390572,The Twin,2022,109,"Drama,Horror,Mystery",5.1,4340
tt1239267,No One's Son,2008,100,"Crime,Drama",7.3,1106
tt1239276,Colours of Passion,2008,132,"Biography,Drama,Romance",7.0,2046
tt12393526,Bulbbul,2020,94,"Drama,Horror,Mystery",6.6,14847
tt1239401,Bank Bang,2008,97,"Comedy,Crime",6.1,1545
tt1239426,Hipsters,2008,130,"Drama,Musical,Romance",7.1,5375
tt1239446,The Last Days of Emma Blank,2009,89,"Comedy,Drama",6.8,2344
tt1239449,"Lila, Lila",2009,104,"Comedy,Drama,Romance",6.3,1140
tt1239462,The True Story of Puss'N Boots,2009,80,"Adventure,Animation,Comedy",3.1,1175
tt12396992,The Silent Forest,2020,108,"Drama,Thriller",7.1,1244
tt12397078,Little Big Women,2020,123,"Drama,Family",7.2,2776
tt12399056,Bloodthirsty,2020,84,"Drama,Horror,Music",4.8,1789
tt12404266,The Last Rifleman,2023,95,Drama,6.5,1822
tt12406160,The Last Regret,2020,90,Comedy,4.3,2964
tt12408808,Clairevoyant,2021,90,"Comedy,Drama",5.7,3733
tt1240899,Amazonia,2013,83,"Adventure,Comedy,Family",6.5,1113
tt1240982,Your Highness,2011,102,"Action,Adventure,Comedy",5.5,105102
tt1241017,How to Make Love to a Woman,2010,91,Comedy,4.1,3145
tt1241195,Aamir,2008,99,"Action,Crime,Drama",7.6,11657
tt12412166,Venicephrenia,2021,100,Horror,5.2,3285
tt12412888,Sonic the Hedgehog 2,2022,122,"Action,Adventure,Comedy",6.5,91095
tt1241316,Dare,2009,92,"Drama,Romance",5.8,4513
tt1241317,Death Note,2017,101,"Crime,Drama,Fantasy",4.5,91342
tt1241325,Objectified,2009,75,Documentary,7.0,3734
tt1241329,The River Why,2010,101,"Drama,Romance",5.5,3984
tt1241330,Road Kill,2010,87,"Horror,Thriller",3.7,4017
tt12415546,Attack on Titan: Chronicle,2020,122,"Action,Adventure,Animation",8.4,11956
tt12415670,Kingdom 2: Far and Away,2022,134,"Action,Adventure,History",6.7,1777
tt1241721,Thor: Legend of the Magical Hammer,2011,79,"Adventure,Animation,Comedy",5.0,1156
tt12422308,Sarkaru Vaari Paata,2022,162,"Action,Drama",5.6,11149
tt12423052,Namaste Wahala,2021,106,"Drama,Romance",4.9,1647
tt1242422,Cell 211,2009,113,"Action,Crime,Drama",7.6,71261
tt1242423,Dear Lemon Lima,2009,87,"Comedy,Drama",6.3,1271
tt1242432,I Spit on Your Grave,2010,108,"Horror,Thriller",6.2,94732
tt1242447,Nativity!,2009,105,"Comedy,Family",6.4,12553
tt1242457,Taras Bulba,2009,131,"Action,Drama,History",5.7,3453
tt1242460,We Need to Talk About Kevin,2011,112,"Drama,Mystery,Thriller",7.5,170216
tt1242516,Sword of War,2009,139,"Drama,History,War",4.4,1443
tt1242521,Rebellion,2011,136,"Action,Drama,History",6.9,2897
tt1242522,Oscar and the Lady in Pink,2009,105,Drama,7.0,1629
tt1242527,At World's End,2009,95,"Action,Adventure,Comedy",5.8,1871
tt1242530,What's Your Raashee?,2009,195,"Comedy,Drama,Romance",4.8,2887
tt1242543,Jungle Child,2011,131,"Adventure,Biography,Drama",7.1,1288
tt1242545,Looking for Eric,2009,116,"Comedy,Drama,Fantasy",7.1,18105
tt1242599,Bellflower,2011,106,"Action,Drama,Romance",6.3,8126
tt1242618,Deadline,2009,85,"Drama,Horror,Thriller",4.6,5874
tt1242642,Judas Kiss,2011,94,"Drama,Romance,Sci-Fi",5.4,2327
tt12427158,A Thousand and One,2023,117,"Crime,Drama",7.0,7384
tt1242744,The Valdemar Legacy,2010,104,"Horror,Mystery",5.4,1940
tt12427724,Orca,2020,105,"Drama,Romance",6.0,1137
tt1242782,Luck,2009,141,"Action,Adventure,Drama",4.9,3110
tt1242881,Snow White and Russian Red,2009,108,"Comedy,Drama",5.3,2080
tt1243375,The Dancer and the Thief,2009,127,Drama,6.1,1448
tt12439248,Pompo: The Cinéphile,2021,94,"Animation,Comedy,Drama",7.2,1295
tt1243955,The Shortcut,2009,100,"Horror,Mystery,Thriller",5.0,3962
tt1243957,The Tourist,2010,103,"Action,Thriller",6.0,258601
tt1243974,Aloha,2015,105,"Comedy,Drama,Romance",5.4,72175
tt12440140,Aristocrats,2020,124,"Drama,Family",6.9,1199
tt1244093,Hisss,2010,98,"Comedy,Drama,Horror",2.9,1914
tt12443220,You Keep the Kids,2021,90,Comedy,6.0,1377
tt12443930,"The Things We Say, the Things We Do",2020,122,"Comedy,Drama,Romance",6.9,3017
tt12443946,Sweat,2020,106,Drama,6.6,3945
tt12444424,Gagarine,2020,98,"Drama,Fantasy",6.7,2784
tt12444426,Spring Blossom,2020,73,"Drama,Romance",5.8,1207
tt12444440,The Big Hit,2020,105,"Comedy,Drama",7.0,3077
tt12444572,Beginning,2020,130,Drama,6.6,2445
tt12444934,Devil's Workshop,2022,86,"Drama,Horror",3.9,1675
tt1244588,Magic Man,2010,90,"Crime,Mystery,Thriller",2.2,1161
tt1244658,Burning Bright,2010,89,"Drama,Horror,Thriller",5.8,8074
tt1244659,Extraordinary Measures,2010,106,Drama,6.4,17913
tt1244666,Fish Story,2009,113,"Action,Comedy,Music",7.5,3461
tt1244668,Soul Kitchen,2009,99,"Comedy,Drama",7.2,40728
